Văn bản,tình trạng,loại bản ghi,Sơ cứu tại nhà (dành cho mèo),Giống loài,Sơ cứu tại nhà,,,,,,,,,,
Chó của tôi bị nước vào tai sau khi tắm.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo nghỉ ngơi yên tĩnh, không tự điều trị và đưa đến cơ sở thú y ngay để được chăm sóc tích cực vì Cytauxzoon có tiên lượng nặng.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Chẩn đoán Knemidokoptes pilae (ghẻ mặt/chân có vảy) ở vẹt yến phụng. Điều trị bằng thuốc bôi ngoài da hoặc tiêm ivermectin.,Ký sinh trùng,Ghi chú lâm sàng,"Kiểm tra và loại bỏ ve, giữ mèo nghỉ ngơi và đưa đến bác sĩ để được điều trị",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Dùng thuốc giảm đau opioid (methadone) để điều trị chứng đau bụng dữ dội.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Giữ vùng da tổn thương sạch sẽ, ngăn mèo liếm gãi và đưa đến bác sĩ để đánh giá viêm da tế bào plasma, cân nhắc điều trị bằng doxycycline.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Viêm da tiết bã (vảy khô) lan rộng khắp thân mình; đánh giá chế độ ăn uống, chức năng tuyến giáp, khả năng dị ứng.",Kích ứng da,Ghi chú lâm sàng,"Kiểm tra tai và da quanh tai, làm sạch nhẹ, ngăn mèo gãi thêm và đưa đến bác sĩ để tìm nguyên nhân gây ngứa hoặc nhiễm ký sinh trùng.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nghe bụng cho thấy giảm nhu động ruột; gợi ý tắc ruột.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Giữ da mèo sạch khô, ngăn liếm gãi và đưa đến bác sĩ để điều trị viêm da mủ thứ phát trước khi thực hiện các xét nghiệm dị ứng.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Phim chụp X-quang cho thấy tổn thương hỗn hợp ly giải/tăng sinh ở đầu gần xương cánh tay. Chẩn đoán phân biệt bao gồm u xương nguyên phát (OSA), tình trạng di căn hoặc viêm tủy xương do nấm.",Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Làm sạch nhẹ vùng da quanh mắt bằng gạc ấm, tránh gãi hoặc bôi thuốc tùy ý và đưa mèo đến bác sĩ để kiểm tra nguyên nhân da liễu hoặc nhiễm ký sinh trùng.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Vết trầy xước ở đuôi; loại trừ khả năng bị bọ chét tấn công.,Kích ứng da,Ghi chú lâm sàng,"Ngừng cho mèo ăn, cho uống nước sạch từng ít một và đưa đến bác sĩ ngay nếu nôn nhiều hoặc đau bụng kéo dài.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Mèo con không đáp ứng với thuốc tẩy giun ban đầu, nghi ngờ do chủng kháng thuốc hoặc ký sinh trùng khác.",Ký sinh trùng,Quan sát của chủ sở hữu,"Lau sạch nhẹ vùng tai ngoài bằng dung dịch dành cho mèo, tránh ngoáy sâu và đưa đến bác sĩ để kiểm tra viêm tai hoặc tuyến bã nhờn tăng tiết.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xác định được mèo Cytauxzoon qua xét nghiệm máu; tiên lượng nặng.,Ký sinh trùng,Ghi chú lâm sàng,"Giữ mèo nghỉ ngơi, hạn chế vận động và đưa đến bác sĩ để được chăm sóc hỗ trợ và kiểm soát đau do nghi ngờ loạn dưỡng xương phì đại.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Bảng xét nghiệm tình trạng bệnh do ve truyền (ví dụ: xét nghiệm Snap 4Dx) dương tính với bệnh Ehrlichia/Anaplasma/Lyme.,Ký sinh trùng,Ghi chú lâm sàng,"Giữ mèo nghỉ ngơi, tránh hoạt động gắng sức và đưa đến bác sĩ để đánh giá mức độ bệnh giun tim và lập kế hoạch điều trị phù hợp.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Viêm da tế bào plasma ('chân gối') ở mèo; cân nhắc thử nghiệm doxycycline.,Kích ứng da,Ghi chú lâm sàng,Tiếp tục phòng ngừa giun tim định kỳ và duy trì lịch kiểm tra sức khỏe thường xuyên để theo dõi tình trạng của mèo.,Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Đã loại bỏ ve Ixodes scapularis; khuyên bạn nên theo dõi các dấu hiệu của bệnh Lyme.,Ký sinh trùng,Ghi chú lâm sàng,Vệ sinh tai mèo định kỳ theo hướng dẫn và tuân thủ phác đồ điều trị lâu dài để kiểm soát viêm tai hiệu quả.,Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó của tôi vẫn bị ngứa dai dẳng mặc dù đã điều trị bọ chét.,Kích ứng da,Quan sát của chủ sở hữu,"Theo dõi biểu hiện nôn, tiêu chảy hoặc chán ăn và đưa mèo đến bác sĩ sớm để kiểm tra chức năng tuyến thượng thận nếu nghi ngờ bệnh Addison.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
Thỏ đang gãi mạnh vào gốc tai.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ da mèo sạch, bổ sung dinh dưỡng hợp lý và đưa đến bác sĩ để xét nghiệm",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Mèo bị rụng lông xung quanh tai vì gãi.,Nhiễm trùng tai,Quan sát của chủ sở hữu,Cắt tỉa móng cho mèo cẩn thận hoặc nhờ bác sĩ thực hiện để tránh đau và tổn thương khi mèo cào móng.,Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Theo dõi cân nặng và tình trạng cơ thể.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Thường xuyên thay đổi tư thế cho mèo bệnh, giữ vùng loét sạch khô và theo dõi để đưa đến bác sĩ nếu vết loét lan rộng hoặc nhiễm trùng.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Chuột lang có vết loét ở dưới lòng bàn chân (bệnh chân ong).,Kích ứng da,Quan sát của chủ sở hữu,"Tránh để mèo tiếp xúc với chất nghi gây kích ứng, giữ vùng da bụng sạch khô và đưa đến bác sĩ để xác định và điều trị viêm da tiếp xúc.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
Điều trị bệnh viêm da mủ thứ phát trước khi tiến hành chẩn đoán dị ứng.,Kích ứng da,Ghi chú lâm sàng,"Ngừng cho mèo ăn uống, không ấn vào bụng và đưa đến cơ sở thú y ngay vì bụng căng cứng có thể là dấu hiệu nguy hiểm.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chuột lang nhà tôi bị nổi các mảng vảy quanh mắt.,Kích ứng da,Quan sát của chủ sở hữu,"Làm sạch nhẹ vùng vành tai, ngăn mèo gãi hoặc cọ xát và đưa đến bác sĩ để kiểm tra nguyên nhân loét, có thể do ký sinh trùng hoặc nhiễm trùng da.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
"Chó của tôi đã ăn thức ăn thừa có dầu mỡ, bây giờ bị đau bụng và nôn mửa.",Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Kiểm tra tai và da đầu của mèo, làm sạch nhẹ nhàng và đưa đến bác sĩ nếu mèo cọ xát liên tục để xác định nguyên nhân ngứa hoặc kích ứng.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Tai chó trông nhờn và phần lông bên dưới thì ố vàng và dính.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Cho mèo nghỉ ngơi, đảm bảo đủ nước uống và đưa đến bác sĩ để điều chỉnh điều trị cường giáp khi có biểu hiện sụt cân, ăn nhiều và nôn mửa.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Nghi ngờ bị loạn dưỡng xương phì đại (HOD); chụp X-quang cho thấy đặc điểm 'đường tiếp hợp kép'. Chăm sóc hỗ trợ/quản lý cơn đau.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Thu mẫu phân đúng cách, bảo quản sạch và đưa đến bác sĩ để xét nghiệm PCR nhằm sàng lọc ký sinh trùng khi mèo bị tiêu chảy mãn tính.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chuột Hamster bị rụng lông và mẩn đỏ ở phần bụng dưới.,Kích ứng da,Quan sát của chủ sở hữu,"Theo dõi cân nặng, duy trì chế độ ăn ổn định và đưa mèo đến bác sĩ để kiểm tra các bệnh lý chuyển hóa như cường giáp hoặc tiểu đường.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Tai của chồn sương có vẻ đau khi chạm vào.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Theo dõi mèo về dấu hiệu nôn, tiêu chảy hoặc chán ăn và báo cho bác sĩ nếu nghi ngờ tác dụng phụ đường tiêu hóa do thuốc.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xét nghiệm kháng nguyên giun tim dương tính; phân loại tình trạng bệnh và lên kế hoạch điều trị.,Ký sinh trùng,Ghi chú lâm sàng,"Giữ mèo nghỉ ngơi, tránh vận động mạnh và trao đổi với bác sĩ về khả năng áp dụng liệu pháp laser mức độ thấp (LLLT) để hỗ trợ giảm viêm và đau.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xét nghiệm kháng nguyên giun tim âm tính. Xét nghiệm vi trùng giun chỉ âm tính.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Bệnh viêm tai của chó tôi cần phải được điều trị lâu dài.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Tình trạng bệnh Addison (suy vỏ tuyến thượng thận) có thể biểu hiện bằng các dấu hiệu đường tiêu hóa tăng/giảm.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Mèo đã ngừng đậu ở những nơi cao.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Thảo luận về tầm quan trọng của việc giải quyết các yếu tố chính (dị ứng, cấu tạo) để kiểm soát lâu dài.",Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Loại trừ suy giáp là nguyên nhân gây khô da và rụng tóc.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Thỏ bị rụng lông và đóng vảy quanh mắt.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
"Móng vuốt của mèo rất dài, có thể sẽ gây đau khi sử dụng trụ cào móng.",Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Phân tích dáng đi được thực hiện: quan sát bước đi, chạy nước kiệu, quay đầu, cầu thang.",Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Lên lịch tái khám phù hợp với mức độ nghiêm trọng của tình trạng bệnh (ví dụ: 1-2 tuần đối với nhiễm trùng đang hoạt động, lâu hơn đối với nhiễm trùng mãn tính).",Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó của tôi ăn cỏ một cách ám ảnh và sau đó nôn ra bọt.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Chuột lang nhà tôi có những đốm hói xuất hiện phía sau tai.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
Theo dõi vết loét ở tư thế nằm ngửa ở bệnh nhân.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo kêu đau khi ngáp hoặc ăn.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Ghi lại điểm khập khiễng (ví dụ: thang điểm 0-5) và đặc điểm (chịu lực, không chịu lực, không liên tục).",Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nghi ngờ viêm da tiếp xúc ở vùng bụng có lông thưa.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Bụng của chú chó nhà tôi đột nhiên căng cứng và to ra.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
